timestamp,user_id,card_id,reason
2024-12-12 01:23:02,395336520443101184,23006,missing_from_cards_table
2024-12-12 01:23:02,631230372004364288,23001,missing_from_cards_table
2024-12-12 01:23:02,535334228762558484,22974,missing_from_cards_table
2024-12-12 01:23:02,165208013123223552,22962,missing_from_cards_table
2024-12-12 01:23:02,446042740426539008,22959,missing_from_cards_table
2024-12-12 01:23:02,629825640257814528,22959,missing_from_cards_table
2024-12-12 01:23:02,1073787677415055380,22999,missing_from_cards_table
2024-12-12 01:23:02,432664069791547392,22982,missing_from_cards_table
2024-12-12 01:23:02,432664069791547392,22991,missing_from_cards_table
2024-12-12 01:23:02,363147674439909377,22974,missing_from_cards_table
2024-12-12 01:23:02,518371908484464642,23009,missing_from_cards_table
2024-12-12 01:23:02,748437228639748166,22963,missing_from_cards_table
2024-12-12 01:23:02,533425677706330133,22955,missing_from_cards_table
2024-12-12 01:23:02,413145592890523648,22966,missing_from_cards_table
2024-12-12 01:23:02,685990045189931034,22969,missing_from_cards_table
2024-12-12 01:23:02,685990045189931034,22967,missing_from_cards_table
2024-12-12 01:23:02,685990045189931034,22961,missing_from_cards_table
2024-12-12 01:23:02,437778204053471232,22965,missing_from_cards_table
2024-12-12 01:23:02,437778204053471232,22954,missing_from_cards_table
2024-12-12 01:23:02,763648853538242561,22965,missing_from_cards_table
2024-12-12 01:23:02,634991013039177738,22955,missing_from_cards_table
2024-12-12 01:23:02,214067757396918272,22963,missing_from_cards_table
2024-12-12 01:23:02,756095905903411260,22971,missing_from_cards_table
2024-12-12 01:23:02,379649987635838978,22953,missing_from_cards_table
2024-12-12 01:23:02,521604931925442568,22969,missing_from_cards_table
2024-12-12 01:23:02,90236252527296512,22954,missing_from_cards_table
2024-12-12 01:23:02,379649987635838978,22964,missing_from_cards_table
2024-12-12 01:23:02,258257107718111232,22968,missing_from_cards_table
2024-12-12 01:23:02,258257107718111232,22961,missing_from_cards_table
2024-12-12 01:23:02,413145592890523648,22970,missing_from_cards_table
2024-12-12 01:23:02,379649987635838978,22954,missing_from_cards_table
2024-12-12 01:23:02,615608755970899988,22965,missing_from_cards_table
2024-12-12 01:23:02,379649987635838978,22956,missing_from_cards_table
2024-12-12 01:23:02,615608755970899988,22962,missing_from_cards_table
2024-12-12 01:23:02,216232737575665664,22966,missing_from_cards_table
2024-12-12 01:23:02,216232737575665664,22969,missing_from_cards_table
2024-12-12 01:23:02,361114890158473231,22971,missing_from_cards_table
2024-12-12 01:23:02,379649987635838978,22969,missing_from_cards_table
2024-12-12 01:23:02,222559952114417664,22963,missing_from_cards_table
2024-12-12 01:23:02,222559952114417664,22959,missing_from_cards_table
2024-12-12 01:23:02,351025127049396224,22955,missing_from_cards_table
2024-12-12 01:23:02,379649987635838978,22963,missing_from_cards_table
2024-12-12 01:23:02,388147038266589194,22960,missing_from_cards_table
2024-12-12 01:23:02,585948321604960256,22968,missing_from_cards_table
