timestamp,user_id,card_id,reason
2026-05-24 17:35:38,856269517180370944,null,null_card_id
2026-05-24 17:35:38,691442750217912370,null,null_card_id
2026-05-24 17:35:38,600855546488160257,null,null_card_id
2026-05-24 17:35:38,189234481171791872,null,null_card_id
2026-05-24 17:35:38,357615452937125888,null,null_card_id
2026-05-24 17:35:38,723906646820257854,null,null_card_id
2026-05-24 17:35:38,498843437311983626,null,null_card_id
2026-05-24 17:35:38,302103523762634753,37440,missing_from_cards_table_and_json
2026-05-24 17:35:38,537738489450463252,37441,missing_from_cards_table_and_json
2026-05-24 17:35:38,624362210944221196,37442,missing_from_cards_table_and_json
2026-05-24 17:35:38,707725960501526571,37443,missing_from_cards_table_and_json
2026-05-24 17:35:38,246503362252636161,37444,missing_from_cards_table_and_json
2026-05-24 17:35:38,302103523762634753,37445,missing_from_cards_table_and_json
2026-05-24 17:35:38,234411397507710976,37446,missing_from_cards_table_and_json
2026-05-24 17:35:38,374280496630464512,37447,missing_from_cards_table_and_json
2026-05-24 17:35:38,606742651261157428,37448,missing_from_cards_table_and_json
2026-05-24 17:35:38,597830411577589770,37449,missing_from_cards_table_and_json
2026-05-24 17:35:38,656214670121893906,37450,missing_from_cards_table_and_json
2026-05-24 17:35:38,278223498348986368,37451,missing_from_cards_table_and_json
2026-05-24 17:35:38,358295350034825217,37452,missing_from_cards_table_and_json
2026-05-24 17:35:38,540948210558959617,37453,missing_from_cards_table_and_json
2026-05-24 17:35:38,1119430869980037140,37454,missing_from_cards_table_and_json
2026-05-24 17:35:38,439464608294502430,37455,missing_from_cards_table_and_json
2026-05-24 17:35:38,537738489450463252,37456,missing_from_cards_table_and_json
2026-05-24 17:35:38,507443965516054539,37457,missing_from_cards_table_and_json
2026-05-24 17:35:38,135384422882082816,37831,missing_from_cards_table_and_json
2026-05-24 17:35:38,725118517355216956,37664,missing_from_cards_table_and_json
2026-05-24 17:35:38,358295350034825217,37787,missing_from_cards_table_and_json
2026-05-24 17:35:38,599447287390797827,37857,missing_from_cards_table_and_json
2026-05-24 17:35:38,358295350034825217,37468,missing_from_cards_table_and_json
2026-05-24 17:35:38,841874188036735016,37467,missing_from_cards_table_and_json
2026-05-24 17:35:38,746084197076041843,37527,missing_from_cards_table_and_json
2026-05-24 17:35:38,788041318358188052,37788,missing_from_cards_table_and_json
2026-05-24 17:35:38,694108374303768667,37826,missing_from_cards_table_and_json
